,post_time,title,content,label
80,2020-12-15,[新聞] 《航運股》長榮目標價 喊上36元,"1.原文連結：  https://reurl.cc/149WqY  2.原文內容： 【時報-台北電】上海航交所資料顯示，遠東到歐洲、美西、地中海航線運價再攀升，寫 下新三高紀錄；匯豐證券指出，港口壅塞、貨櫃短缺推升運價直直飆，航運業者本波強勁 動能將連貫到農曆年，2021年全年又有合約價上升助威，將長榮推測合理股價升至35元。  匯豐賦予長榮新推測合理股價，超車摩根大通的31元，成外資圈最高；本土大型研究機構 則有富邦投顧作為多頭代表，給出36元高檔預期。  遠東到歐洲航線11日運價再創新高，每TEU（20呎櫃）上漲574美元，達2,948美元，周漲 幅24.17％，歐洲線今年漲幅驚人。宏遠投顧指出，因歐洲線長約比重低，幾乎都以現貨 為主，漲價效益反應較美國線直接，歐洲線占長榮、陽明營運比重各為三成。  遠東到美西、地中海航線同創高外，遠東到美東航線同樣大漲，每FEU（40呎櫃）漲104美 元，達4,804美元，直逼歷史高點。  短期而言，匯豐證券指出，美國零售聯盟（NRF）預期，美國12月貨櫃進口量將年增11％ ，2021年第一季也將年增7％；世界第三大貨櫃航運公司CMA CGM集團更因訂單積壓、貨櫃 嚴重短缺，決議暫停接受亞洲至北歐航線的貨櫃航運新訂單至12月底，顯然接下來供應面 臨更大壓力。  富邦投顧觀察全球貨櫃產業結構，前十大航商合計市占率已大於80％，產業集中度提高， 運價第三季起大幅揚升後，各大型航商季獲利在2～5億美元之間，全球最大航商馬士基（ Maersk）更達10億美元。在大型聯盟運作平穩下，預估未來殺價競爭機率將大幅降低，有 助於貨櫃產業獲利穩定度。  以長榮第四季迄今營收來看，相對去年同期大增25％，大幅超越第三季年增一成表現，由 於去年12月基期低，加以需求旺盛，匯豐看好長榮12月營收成長率亮眼，能見度已延伸至 2021年初。  彙整內外資研究機構觀點，長榮受惠運價連續飆高，自今年起，每股純益連年站穩4元以 上只是基本款，樂觀派法人甚至估計2021、2022年每股純益達5.35與5.91元。（新聞來源 ：工商時報─記者王淑以、簡威瑟／台北報導）  3.心得/評論： 上看36...看來今天大概只是暫時獲利了結，還是會這麼一去不復返@@?  -- ",跌
209,2021-01-06,"Re: [其他] 認真問,如何能在半年前發現陽明長榮?",這波發現真的不難，大約8-9月開始SFCI就一去不回頭了，所有我認識的業內朋友都說這 次不一樣，但是如回應的這篇所說，業內業外的都被洗掉了。  分享一下all in心路歷程 長榮：要買長榮要先知道它的航線分佈，以及市場上最會該該叫的可轉債，以上兩個都估 狗的到。 以技術面而言:w邊邊爆大量時真的是跟教科書畫的一模一樣，基本滿足點在35左右。 以基本面而言：運價SCFI從一個月公布一次，到兩週，後來一週一次，很大幅度地讓我提 前預估營收以及獲利。運價暴漲油價去年的一半不到，對於油價佔總成本不少的航運來說 這是大補。在這邊還要提醒SCFI是包含上海到各主要港口的指數，你要依據這間公司在各 航線的比例做換算才不會失真。當然還有很多不是很重要的細節，例如船怎麼停為什麼跟 散裝航運不同這些，越了解你就越能看到這波的大漲。 最後是消息面：我沒進出口，但我非常勤勞的在關心了解塞港的狀況，以及這波漲價的原 因（這邊跟你認識業內或關係企業人的多寡有關，但重點是不厭其煩沒有羞恥心）。例如 兩週前往南美的已經不問價錢先求上船，朋友20呎櫃在12月往歐洲的明顯比scfi 的還高 （原來附加費也是個神奇的東西，不問不知道）  陽明：會買陽明的原因跟長榮的大多一樣，有兩個原因，讓我當時做資產配置時拉了一部 分去（70張已經獲利了結）。 1.陽明不可以當沖，而且過去慘到國家來救（我很愛這種），所以它的反差一定更大。此 外陽明的歐洲線當時還沒漲，依歐洲朋友的回應疫情是必然會變壞的，預估走向北美狀態 。 2.光明海（陽明子公司），這是間散裝航運的(BCI參考一下）！你知道陽明以貨櫃來說h1 是小賺0.3嗎？就是這間的虧損認列害陽明h1賠錢，但在q3公佈前以q12和q3噴那一根高高 的BCI指數對照，我就知道爽了來了遲早噴給你看！  我做了快要兩週的功課才決定all in 長榮和陽明，如果到現在上面說的你都不懂那你應 該抱不住！  在 1.長榮九月中那段 2.長榮11/10帶量綠棒 3.長榮12/21開始這幾天 4.陽明在12月以前每天 這些日子都很難熬，難熬的時候就要再去做一次功課，功課說留著但心裡想賣，就玩個小 當沖（一張，都賠錢，廢到笑）讓自己冷靜一下  最後 附上壓身家的單子 致2020的付出與努力 https://i.imgur.com/gsvgig8.jpg 這波大約7-8月建倉 (之前還有些2018庫存） 9-10 月all in（這時才買陽明）  什麼時候賣？ 我還在做功課.......  . 來  -- ,跌
210,2021-01-06,Re: [標的] 8261 富鼎 （中長期）,抱了兩個月快40% 比起陽明現在獲利的120% 我認為這檔要抱得住更難 大家有興趣可以回測看看   目前持續朝目標價和技術面續抱 另外可以關注富鼎實際的漲價效應在1月營收為何，還有其未來產品續漲的效應 這都會影響到估值  https://i.imgur.com/GY1DPGG.jpg  https://i.imgur.com/xrSVZce.jpg    -- ,跌
211,2021-01-06,"Re: [其他] 認真問,如何能在半年前發現陽明長榮?",發現真的不難，難的是壓多大抱多久。 沒錢跟心臟小也可以找方法， 8、9月大約用5、6萬可以有100萬的陽明五， https://upload.cc/i1/2021/01/06/0KOzbW.jpg  放個一兩成資金，去年報酬率也可以跟版上股神比較，  說一下心路歷程 10月翻一倍 超開心 11月變5倍 長榮王加持續抱 12月看著損益數字跳動，感覺很不切實際，還小小埋怨自己沒all in。  分享一下自己的方法，祝大家賺錢。  -- ,跌
212,2021-01-06,[新聞] 長榮績優不敵賣壓 貨櫃三雄觸礁,"1.原文連結： https://bit.ly/2Xev8jo  2.原文內容： 【時報記者莊丙農台北報導】 長榮(2603)因股價遭列入注意股票，被要求公布自結數字，雖然數字亮眼，但開盤漲勢不 如預期，出現失望性賣壓，股價盤中呈現壓回走勢，但法人認為，股價修正不礙於今年基 本面的強勁，考量目前市場缺櫃現象持續，航商公告將調漲美洲線，今年營運成長動能可 期。  長榮自結去年11月稅後淨利49.31億元，年增率22,313.6％，每股盈餘為0.85元。長榮去年 前3季每股盈餘為2.27元，估計2020年全年EPS逼近5元。  根據Alphaliner、Drewry及Clarksons等航運機構預估，2021年貨櫃航運產業供需結構好轉 將有利於航商營運，產業整體供需情形較2020年獲得改善。隨著缺櫃問題尚無法可解，馬 士基已公告1月1日起，將對從亞洲到北歐地區40呎的冷藏櫃加收旺季附加費，全球各大海 運公司，包括長榮、陽明(2609)均同步在1月1日起，調漲特定航線附加費用，第1季將呈現 淡季不淡的盛況。  長榮開盤後翻黑，陽明、萬海(2615)今天也都是下跌走勢，跌幅都約在2～3％。   3.心得/評論：  誰空誰下船 跳進韭菜海 欲做航海王 回頭全是空  -- ",跌
213,2021-01-06,"Re: [其他] 認真問,如何能在半年前發現陽明長榮?",半年前 老實說那時候才六月 我是技術派的人也發現不了  但是如果用均線看的話 應該會在突破十年線買進 https://i.imgur.com/Q07fFzS.jpg   如果有觀察長榮海的均線 會發現是景氣循環股 前面幾次漲上十年線就會大噴  這次以技術派來說會八月買 九月跌破十年線賣  十月在買進  所以如果十月不賣 買點大概會在16點多   雖然買不在六月的11點多   但是放的時間報酬和漲幅來比較  從6月11元買進放到10月初16 漲5元 10月16元買進 放到12月底到45元漲快30元  一個放4個月 一個放2個月  獲利差很多。那時候6月到10月  主流在防疫股跟太陽能股   所以懂了嗎。技術派不是沒有用。   這邊可以說明技術派還是可以賺快錢的   不信的話可以看看鴻海 十二月底正式站上十年線 如果在12月底買進  一月開市到今天漲了10幾%  獲利來的快不快？而且又相對穩定   頂多看錯快速找跌破支撐點賣掉而已   可惜我股市玩不到一年個性又保守  不敢重壓 .......唉    -- ,跌
214,2021-01-06,[其他] 所以最後還是買台積電最好?,今天大海風浪頗強  震幅大概有400點??  海軍三大將(長榮/陽明/萬(鴻)海 https://imgur.com/a/hTKqL2U  尤其赤犬陽明被打得不成人樣  相較之前的台積電被嫌像李奧納多在床上一樣不動 欠賣  今天開555 收549 似乎還是穩多了  所以台股的答案終究還是台積電吧???  以下開放水手開哭           我先 55555555555555555555~~~~~~~~~  -- ,跌
215,2021-01-06,[新聞] 缺櫃目前無解 陽明老總認了,1.原文連結： https://bit.ly/3b9q4VL  2.原文內容： 缺櫃風暴愈演愈烈 陽明老總認了 04:10 2021/01/06 中國時報 黃琮淵  缺櫃風暴愈演愈烈，陽明總經理杜書勤在法說會上表示，缺櫃問題目前仍舊無解，主要因 疫情衝擊及缺工，貨櫃大量卡在歐美碼頭，導致周轉相當慢，至少農曆年前，因出貨潮及 缺櫃兩大效應，全線運價很難下來。  新冠疫情打亂全球經濟，竟意外讓海運業成為最大贏家，迎來百年難得一見榮景。自去年 初新冠疫情爆發後，美西、美東、歐洲及地中海線全線齊揚，漲幅約3至4倍，更離譜的是 有報價卻未必有櫃，全球搶櫃搶翻天。  迎戰這波搶櫃潮，國內3家海運業者相繼啟動造櫃計畫， 其中又以長榮最積極，去年連續三波造櫃計畫，狂造4.5萬只貨櫃， 全力因應市場緊俏的需求； 陽明還在規畫中； 萬海也已向大陸中集集團下訂3.7萬只貨櫃。  長榮動作相當快，去年疫情爆發後，2月時就由榮運子公司立盛企業出馬，向長榮重工購買 1萬250只貨櫃，之後再修正為1.53萬只，也因為超前部署，賺到北美線最旺時節；第二次 是3月底又再度出手購買1.15萬只貨櫃。第三波則是去年12月底，長榮新造1.85萬只貨櫃， 其中1.3萬只普通貨櫃及5500只特殊貨櫃，並持續推動碼頭擴充計畫，買進11部橋式機及40 部自動化門式機，投資相當大膽。  海運業者分析，海運業長期不景氣，導致近年來大家都不想造櫃，這波市場急單出籠，造 成全球大缺櫃，自是始料未及，如今「有櫃才能大聲」，但以目前櫃量供給，短期內很難 達到供需平衡，運價自然穩住不墜。  貨攬業者則說，就算有櫃，也是先給出得起價錢的大企業，中小企業一櫃難求，至少要等 到農曆年後「看看有沒有機會」，然而船公司也會盤算，若新造太多櫃反而打亂運價，到 底划不划算，未必會想瘋狂造櫃。   https://i.imgur.com/kLAYRlg.jpg 長榮去年2月第一波搶先造櫃，貨櫃充足，喜迎營運高峰。（圖／長榮海運）  3.心得/評論：  貨櫃卡歐美，周轉不靈，陽明造櫃還在規劃中  若不是你突然闖進我生活 我怎會把死守的GG放任了 利多的話你都說 抬轎的事你不做 你卻把甜言蜜語當作割韭菜的虛殼 你的悲傷難過我不參破 我也會把曾經的且過當施捨 不去計較你太多 從此你在我心裡只剩綠色  -- ,跌
216,2021-01-06,"Re: [其他] 認真問,如何能在半年前發現陽明長榮?", https://imgur.com/p2bU84h  一張圖看就好  我什麼技術線都沒看  只看一個指標  你要怎麼在半年前抓這種飆股  籌碼分點看一下就知道誰有動作  但你半年不要貪心不做中間波段不賺價差  你受得了嗎？  不求賺著個波段不用第一站下車  不要留著修車就好了你各位呀  ,跌
217,2021-01-06,[標的] 長榮 多到流油,1. 標的： 2603 長榮  2. 分類：多到流油  3. 分析/正文：  昨天長榮公布11月EPS，低於ptt法人的期待，沒想到船真的挺晃的，不過今天的盤擺明就 是在騙散戶的船票，估計成本40以上的新船員很多都掉下海了   看多原因有主要以下  1. 長榮營收不如預期，然後陽明跌停？？？wtf，今天擺明就是來騙慌張散戶，從20塊抱 到現在的都知道，類似今天的盤已經不知道看過幾次了，跌6%，然後呢？對成本20的來說 ，根本連我們船上賺的淨利的1成都不到...沒什麼感覺，跳船的應該都是成本40以上的新 船員吧，航運股至少可以玩到二月底的啦  2. 昨天偷偷復算的人就知道，長榮11月EPS股本是直接假設所有轉換債都轉換成股票，股 本膨脹的情況下去算的，而陽明是以當下已經轉換了的股本下去算，這兩個不一樣喔。如 果採用同樣算法，長榮EPS應該是小贏陽明才對  3. 航海王12月就有開示長途海運往往是幾個月的航程，而運價是11月開始大爆漲，所以 說，11月的營收，船上的貨都是9月10月的出海的運費，是要期待甚麼大爆發。暴利的船1 1月根本都還沒出海，可怕的應該是12月甚至1月的EPS，那個會很有看頭   4. 進退場機制： 進場：45以下鑽石隨便撿 退場：70吧，蓋牌蓋到農曆完再說   附上人權圖 PS. 長榮偶爾會賺波段先賣再買，庫存損益賠4萬，但已實現損益約三十幾萬了  最後，謝謝各位今天的便宜船票，我閒錢也all in了  https://i.imgur.com/sun4TP7.jpg  -- ,跌
218,2021-01-06,[新聞] 你沒看錯！長榮海運11月大賺49億元 去年,你沒看錯！長榮海運11月大賺49億元 去年的223倍  https://www.chinatimes.com/realtimenews/20210105005630-260410?chdtv  20:542021/01/05 中時新聞網  發10個月年終的公司就是霸氣！長榮海運稍早應證交所要求公布獲利，受惠近日運價飆漲 ，11月營收196.99億元，年增22.2％，稅後盈餘49.31億元，更是去年的223倍，每股獲利 （EPS）為0.85元，年增86倍，獲利表現好到嚇人。  長榮海今日股價上漲0.75元，以45.5元的最高價作收。  長榮海去年11月營收創歷史次高，單月每股獲利雖不如陽明的0.92元，但獲利年增超過陽 明，尤其稅後盈餘49.31億元，更是去年的223倍，獲利消息一公布後，讓不少手中握有長 榮股票的股民「拳頭都硬了」，說明天早上9點等著亮燈。  陽明表現也不差，2020年11月營收152.65億元，年增29％，稅後盈餘27.05億元，年增 739.48％，單月每股獲利0.92元，「光1個月就賺贏前3季」。陽明上半年每股虧損0.34元 ，第3季每股獲利1.05元，得以轉虧為盈，前3季每股獲利0.71元。   3.心得/評論：  長榮海去年11月營收創歷史次高，單月每股獲利雖不如陽明的0.92元，但獲利年增超過陽 明，尤其稅後盈餘49.31億元，更是去年的223倍   -- ,跌
219,2021-01-07,[新聞] 貨櫃三雄漲多拉回 後市還有戲,"貨櫃三雄漲多拉回 後市還有戲   工商時報 張佩芬 2021.01.07 https://ctee.com.tw/news/stock/398814.html   貨櫃船運市場運價高漲，貨櫃三雄－陽明、長榮與萬海因近三個月股價分別大漲182.35％ 、155.56％與105.73％，7日股價同步出現下殺重挫走勢，其中，陽明收盤亮燈跌停，長 榮也在外資大賣下重挫6.48％，萬海跌幅也高達7.88％。雖股價高檔拉回，但航運市場運 價仍火熱，貨櫃三雄後續股價走勢仍備受關注。  陽明與萬海分別被列注意股，陽明更因在可轉債處置期間，證交所限制其股票本月5日到1 8日每20分鐘撮合一次，陽明股價6日雖打入跌停，但外資仍站在買方、買超3,219張，投 信、自營商則站在賣方，由於成交量縮小至6萬4,821張，在價跌量縮下，短線漲多拉回降 溫，較有利多方再攻。  長榮昨日下跌2.95元，成交量56.4萬張，外資連二日大賣，7日賣超4.3萬餘張，投信也賣 超5,193張，融資也大減2.5萬張，顯示短線漲多後，出現獲利了解。  業界分析，市場運價在本月份會進入最高峰，根據過去慣例，農曆年後市場就會轉淡，但 是今年因為疫情情況特殊，疫情帶來的碼頭壅塞與運輸物流困難，貨櫃積壓在港口或內陸 進而出現缺櫃問題，由於很多貨載裝不上船，加上不少貨載因為運費太貴延後裝船，結果 愈等運費愈高，估計農曆年後市場不會很快改善。  法人對於貨櫃三雄的獲利評估差距頗大，陽明2021年EPS有估6.74元，也有估7.5元與9.42 元，另有估陽明最大獲利是在第一季，但也有估是在第三季，市場訊息混亂，在多空交戰 下，貨櫃三雄股價出現下修。    只是漲多拉回，大家可以低頭撿鑽石了！撿便宜不然船開走不等人，後市還有很多戲喔... ...   -- ",跌
220,2021-01-07,[新聞] 被動元件人踩人翻版？PTT股板瘋航運 泡沫,1.原文連結：  https://www.chinatimes.com/realtimenews/20210106005381-260410  2.原文內容：  台股從去年12月以來，最火紅的股市關鍵字莫過於是「航海王」、「鋼鐵人」、「織蛛人」這些有著漲價題材的傳產族群了，當然，最夯的無非是人人搶當「航海王」的貨櫃航運族群。貨櫃航運三雄－長榮(2603)、萬海(2615)、陽明(2609)，散戶全部卯起來追捧，從一張十幾塊一股的銅板股，翻倍再翻倍，股價飆上天，而現在是不是有泡沫的疑慮？客觀來看，是很有可能的！  昨天長榮公告11月EPS達0.85元，年增223倍，單月獲利超過上半年，結果股價卻收黑重挫6.4%。另外，陽明11月EPS也大賺0.92元，賺贏十年總和，今天卻跌停鎖死跌10%，最後股價最高的萬海今天也重跌7.8%，台股在萬五創新高之際，貨櫃三雄卻出現敗象，原因可能就像2018年的被動元件！  當初的被動元件，也是從銅板股開始飆翻天，缺貨、漲價、供需無解等題材把股價拱上天，每個股民恨不得手上沒有國巨(2327)和華新科(2492)，到2018年7月，國巨飆上1310元新天價，華新科也攀上491.5元的歷史高。但當時被動元件的高EPS，卻讓很多人套在最高點，眼睜睜的看著股價自由落體，本益比低到不行， 2018年國巨EPS達80.3元，但當年12月的股價僅319元，本益比跌到不到4倍，進場還以為撿到便宜，隔年再跌到209元，其實是當最後一隻老鼠！  有了被動元件的前車之鑑，散戶必須謹慎檢視航運股的續航力，這波航運股的瘋狂走勢，到底能靠著運價調整漲到哪裡，絕不能只看EPS或月營收做股票，這些都是落後資訊，「股價會說話」，一切都用股價來說話，運費如果在疫情落幕後，也想必會回歸正常，那漲價就只是短期的行情，不是永久的利多。  像當初的DR股之亂一樣，當PTT股板和同學會都在瘋航運股，散戶人人搶著當「航海王」，這時就必須居高思危，不要暈船過度，然後看到海市蜃樓，就在股海迷航了，路遙知馬力，股票的基本面必須要有續航力，才能成為贏家！  （本文作者為摩爾投顧投資長郭哲榮）    3.心得/評論：  昨天的新聞，太準了吧，講完就跌，比今天澳洲線運價跌的新聞還要更早，這次會像DR股之亂嗎？  ,跌
